year,id,title,org,keyword,field
109,13402357,109年度智慧福利服務躍升計畫(臺東縣),衛生福利部,智慧福利；福利服務,其他（社會）
109,13526493,科普活動：109年臺東縣科學博覽會暨離島科普推廣計畫(主題三),國立臺東大學應用科學系,科學博覽會；全民科學週；偏鄉離島科普推廣；科學動手做；科普環島列車；臺灣科學節,科學教育
109,13526548,科普活動：無人飛行載具科學推廣教育-3D maker、程式編程、聯網操控活動推廣 (主題二),國立臺東大學應用科學系,無人飛行載具；岡山立體航空教育展示館；台東空軍志航基地；原住民學生,科學教育
109,13461189,健康福祉科技整合照護示範場域推動計畫-以花蓮縣鳳林鎮、光復鄉及台東縣延平鄉、池上鄉為示範場域,財團法人佛教慈濟綜合醫院{佛教慈濟醫療財團法人花蓮慈濟醫院},健康福祉；整合照護；智慧醫療；穿戴式裝置；精準健康管理,"醫學工程,資訊工程--硬體工程,資訊科學--軟體,公共衛生學,護理學,肝炎防治"
109,13416837,邁向當自己主人之路：融入臺東地區原住民文化的特教學校智能障礙學生自我決策課程發展與應用之研究,國立臺東大學特殊教育學系,自我決策；智能障礙；原住民；個別化教育計畫； 素養導向,教育學
109,13518150,極端事件於臺灣東部外海之海洋地質紀錄（EAGER-ET）-EAGER-ET：臺灣東部卑南溪-臺東海底峽谷沉積物輸送與通量研究,國立中山大學海洋科學系,卑南溪；臺東海底峽谷；濁流事件層；地球化學特徵；海底地質災害,地球科學
109,13528112,師範學院由職前養成教育轉向發展性師資培育下的師生經驗,國立臺東大學教育學系(所),課程變革；師資培育；教師職前養成教育；發展性師資培育；臺東師院；兩岸比較研究,教育學
109,13397829,中央與地方防救災情資整合管理研究計畫-臺東縣-中央與地方防救災情資整合管理研究計畫-臺東縣(3/3),國立臺東大學資訊管理學系,歷史災害；災害情境；災害整合系統；科學決策；災情傳遞；,防災工程
109,13461549,健康福祉科技整合照護示範場域推動計畫-以屏東縣泰武鄉、牡丹鄉、霧台鄉及台東縣達仁鄉、高雄市旗津區為示範場域,高雄醫學院附設醫院,健康福祉；整合照護；科技網絡；智慧照護服務,"臨床醫學,基礎醫學"
109,13546477,聖嬰現象對台東與台中地區焚風年際變化之影響,國立嘉義大學應用歷史學系,焚風；氣溫；相對濕度；年際變化；聖嬰現象,大氣科學
109,13670986,生物性肥料肥(功)效評估及驗證,行政院農業委員會農業試驗所農業化學組,生物性肥料；整合性施肥方法；叢枝菌根菌；肥效；溶鉀菌肥料；驗證；溶磷菌肥料；植物有效性；溶鉀菌；土壤；植物營養；評估；重金屬；施肥方法；臺東地區；微生物,生物技術(農)
111,14674769,本土產新型洛神葵品種的代謝物及多醣體組成與生物活性研究,輔仁大學學校財團法人輔仁大學食品科學系(所),洛神葵；臺東6號；質譜分子網路；代謝物；多醣體；生物活性,食品科技(農)
111,14581476,臺東地區作物施肥技術應用研究,行政院農業委員會臺東區農業改良場作物環境課,合理化施肥；番荔枝；永續農業；肥培管理,農業化學
111,14581984,臺東地區番荔枝屬作物及珍珠粟加工技術之研究,行政院農業委員會台東區農業改良場作物改良課,冷凍水果加工；番荔枝屬；珍珠粟；膨發處理,食品科技(農)
111,14584968,臺東地區特色果樹栽培管理與採後處理技術改進之研究,行政院農業委員會臺東區農業改良場斑鳩分場,防曬；番荔枝；鳳梨釋迦；音頻分析；刺番荔枝；留果數；果實套袋,農藝
111,14580873,臺東地區番荔枝重要蟲害監測與防治之研究,行政院農業委員會臺東區農業改良場作物環境課,捕植蟎；粉介殼蟲；葉蟎；鳳梨釋迦；番荔枝；薊馬；害物整合管理,植物保護
111,14582046,臺東地區特色蔬菜作物優勢品種選育,行政院農業委員會台東區農業改良場作物改良課,原生蔬菜；木虌果；金針菜；翼豆,園藝
111,14581316,臺東地區有機特色作物非化學農藥病蟲害防治資材之開發與應用,行政院農業委員會臺東區農業改良場作物環境課,洛神葵；小米；台灣藜；樹豆；特色作物；疫病蟲害管理；非化學農藥植物保護資材,植物保護
111,14580675,臺東地區荖葉設施轉作香莢蘭可行性之研究,行政院農業委員會台東區農業改良場作物改良課,設施；荖葉；香莢蘭,園藝
111,14580975,臺東雜糧及特色作物輪作體系之建立,行政院農業委員會臺東區農業改良場,南瓜；臺灣藜；樹豆；小米,農藝
111,14581076,臺東地區水稻重要病蟲害防治技術之研究與推廣,行政院農業委員會臺東區農業改良場作物環境課,稻熱病；非農藥防治；胡麻葉枯病；水稻；紋枯病；秧苗立枯病；白葉枯病；徒長病；生物防治,植物保護
111,14513798,台灣及鄰近地區地體動力學研究 V (GOTTA V)-GOTTA V：子計畫十-台東縱谷地震活動與台灣地區震度分布研究,景文科技大學資訊工程系,台東縱谷；震度；三維震波衰減構造,地球科學
111,14369149,「走出黑網：荖葉的去汙名化與除魅的公共人類學實作」專書寫作計畫,國立臺東大學公共與文化事務學系,去污名化；除魅；公共人類學；台東荖葉,人類學
111,14585042,臺東地區重要經濟果樹育種之研究,行政院農業委員會臺東區農業改良場斑鳩分場,育種；枇杷；鳳梨釋迦；番荔枝,園藝
111,14511216,雅美/達悟族海洋文化永續發展之研究_探討臺東縣立蘭嶼高中民族實驗教育,國立臺東大學生命科學系,民族教育；多元文化教育；雅美/達悟族；原住民教育；海洋文化,科學教育
111,14524438,極端事件於臺灣東部外海之海洋地質紀錄-2（EAGER-ET-2）-EAGER-ET-2：子計畫二-臺灣東部卑南溪-臺東海底峽谷沉積物輸送與通量研究( II ),國立中山大學海洋科學系,卑南溪；臺東海底峽谷；濁流事件層；地球化學特徵；海底地質災害,地球科學
111,14608189,科普活動：111年臺東縣科學博覽會暨離島偏鄉科普推廣計畫(主題三),國立臺東大學應用科學系,偏鄉原民科普推廣；科學博覽會；科學動手做,科學教育
111,14578144,臺東地區青年農民創新經營與群聚評估研究,行政院農業委員會臺東區農業改良場,青年農民；群聚效益；創新經營,農業推廣
111,14608219,極端災害下之韌性城鄉與防災調適-極端災害下之韌性城鄉與防災調適-臺東縣( I ),國立臺東大學資訊管理學系,極端災害；災害決策支援系統；情境推定；氣候緊急狀態；災害調適；韌性城鄉,防災工程
111,14580333,臺東雜糧作物小米、臺灣藜及樹豆育種之研究,行政院農業委員會臺東區農業改良場作物改良課,樹豆；選育；小米；臺灣藜,農藝
111,14579769,臺東地區低白堊質及具香味之水稻育種,行政院農業委員會臺東區農業改良場作物改良課,白堊質；水稻；香米,農藝
111,14577512,外銷潛力作物中小微企業或農民團體數位轉型輔導計畫,行政院農業委員會臺中區農業改良場農業推廣課,外銷潛力作物；外銷潛力作物；數位轉型；數位轉型；數位轉型；數位工具；科技輔導；科技輔導；行銷管理；科技輔導；輔導；微數位轉型；數位轉型；數位轉型；科技輔導；外銷潛力作物；外銷潛力作物；潛力外銷作物；數位轉型；外銷潛力作物；雲端平台；數位工具；數位轉型；臺東外銷潛力作物；數位轉型；外銷潛力作物；外銷潛力作物；數位轉型；科技輔導；數位化；農企業；茶葉,農業推廣
111,14514980,時間空間影像融合方法應用於臺東地區非颱風期焚風監測指標研發與預警,逢甲大學都巿計畫與空間資訊學系,焚風；時空自適性輻射率融合模型；植生指標；溫度植被乾旱指數；卷積長短期記憶模型,土木水利工程
111,14520671,高雄寶來竹林與台東向陽大規模崩塌三維數值模擬分析(I),國立成功大學地球科學系(所),荖濃溪流域；新武呂溪流域；斷層破碎帶；大規模崩塌；三維數值分析,地球科學
111,14209533,食安醫藥與農業生技之細胞與動物實驗平臺服務聯盟( II ),國立臺東大學生物醫學碩士學位學程,臺東；天然資源；綠色生技；高科技產業；產業廊道,其他（工）
112,14801744,連結、展演與揉雜：做/為台灣原民性的跨世代轉譯I-III-成為東魯凱-台東達魯瑪克原民性之形構與世代轉譯 I-III,國立東華大學族群關係與文化學系,原民性；民族教育；文化資產；自主觀光；世代轉譯；東魯凱學,人類學
112,15429275,臺東地區天主教與原住民族群遇合的歷史過程,國立臺東大學公共與文化事務學系,原住民族；天主教；白冷會；聖母；延續與變遷,人類學
112,15429294,太陽能光電廠建置的社區可接受性及能源正義：以台東縣池上鄉為例,國立中正大學政治系,社區可接受性；能源正義；太陽能光電；政策規劃；政策執行,公共行政
112,15157131,「健康促進，科技包容」：運用科技打造健康，發展臺東偏鄉健康照顧新模式( I ),國立臺東大學公共與文化事務學系,科技包容；健康促進；健康照顧；糖尿病,其他（社會）
112,15522503,臺東地區特色蔬菜作物優勢品種選育,行政院農業委員會台東區農業改良場作物改良課,原生蔬菜；木虌果；金針菜；翼豆,園藝
112,15519247,臺東地區番荔枝重要蟲害監測與防治之研究,行政院農業委員會臺東區農業改良場作物環境課,捕植蟎；番荔枝；造癭象鼻蟲；葉蟎；番荔枝銹病；害物整合管理；木虌果；粉介殼蟲,植物保護
112,15519252,臺東地區作物施肥技術應用研究,行政院農業委員會臺東區農業改良場作物環境課,合理化施肥；番荔枝；永續農業；肥培管理,農業化學
112,15522767,臺東地區有機特色作物非化學農藥病蟲害防治資材之開發與應用,行政院農業委員會臺東區農業改良場斑鳩分場,特色作物；微生物相；大目釋迦；番荔枝,植物保護
112,15521741,臺東地區番荔枝屬作物及珍珠粟加工技術之研究,行政院農業委員會台東區農業改良場作物改良課,冷凍水果加工；珍珠粟；番荔枝屬；膨發處理,食品科技(農)
112,15519609,外銷潛力作物中小微企業或農民團體數位轉型輔導計畫,行政院農業委員會臺中區農業改良場農業推廣課,雲端平台；科技輔導；茶葉；農企業；質化研究；輔導；商業模式；外銷潛力作物；外銷潛力作物；數位化；科技輔導；數位轉型；臺東外銷潛力作物；數位工具；數位轉型；數位轉型；科技輔導；數位轉型；外銷潛力作物；外銷潛力作物；科技輔導；潛力外銷作物；外銷潛力作物；微數位轉型；數位轉型；數位轉型；行銷管理；數位轉型；數位工具；外銷潛力作物；數位轉型；數位轉型；外銷潛力作物；科技輔導,農業推廣
112,15522618,臺東地區水稻重要病蟲害防治技術之研究與推廣,行政院農業委員會臺東區農業改良場作物環境課,稻熱病；水稻；秧苗立枯病；白葉枯病；生物防治；紋枯病；非農藥防治；徒長病；胡麻葉枯病,植物保護
112,15519144,臺東地區農業循環產業場域示範,行政院農業委員會臺東區農業改良場作物環境課,水稻；敷蓋；循環農業,農業化學
112,15521775,臺東雜糧作物小米、臺灣藜及樹豆育種之研究,行政院農業委員會臺東區農業改良場作物改良課,選育；樹豆；小米；臺灣藜,農藝
112,15522449,臺東地區低白堊質及具香味之水稻育種,行政院農業委員會臺東區農業改良場作物改良課,白堊質；水稻；香米,農藝
112,15476776,臺灣新品種洛神葵的機能性成分：代謝體學及加工條件的影響研究,輔仁大學學校財團法人輔仁大學食品科學系(所),洛神葵；臺東6號；代謝體學；質譜分子網路；乾燥加工；萃取加工,食品科技(農)
112,15474679,極端災害下之韌性城鄉與防災調適-極端災害下之韌性城鄉與防災調適-臺東縣( II ),國立臺東大學資訊管理學系,極端災害；災害決策支援系統；情境推定；氣候緊急狀態；災害調適；韌性城鄉,防災工程
112,15532377,臺東地區青年農民創新經營與群聚評估研究,行政院農業委員會臺東區農業改良場,青年農民；群聚效益；創新經營,農業推廣
112,15523670,臺東地區特色果樹栽培管理與採後處理技術改進之研究,行政院農業委員會臺東區農業改良場斑鳩分場,刺番荔枝；紅毛丹；催花；物候期；質構儀；枇杷,園藝
112,15523709,臺東雜糧及特色作物輪作體系之建立,行政院農業委員會臺東區農業改良場作物改良課,臺灣藜；小米；樹豆；大豆,農藝
112,15523006,臺東地區重要經濟果樹育種之研究,行政院農業委員會臺東區農業改良場斑鳩分場,番荔枝；育種；鳳梨釋迦；枇杷,園藝
112,15525248,臺東地區番荔枝果園增進土壤碳匯栽培模式研究,行政院農業委員會臺東區農業改良場作物環境課,地被植物；稻草；番荔枝,農業化學
112,15455096,極端事件於臺灣東部外海之海洋地質紀錄-2（EAGER-ET-2）-EAGER-ET-2：子計畫二-臺灣東部卑南溪-臺東海底峽谷沉積物輸送與通量研究( III ),國立中山大學海洋科學系,卑南溪；臺東海底峽谷；濁流事件層；地球化學特徵；海底地質災害,地球科學
112,15633193,科普活動：112年臺東縣科學園遊會暨偏(原)鄉離島科普推廣計畫(主題四),國立臺東大學應用科學系,科學園遊會；全民科學週；偏鄉離島原民科普推廣；科學動手做；科普環島列車,科學教育
114,18194550,臺東地區特色蔬菜作物栽培技術改善之研究,農業部臺東區農業改良場作物改良科,產期調節；翼豆；嫩薑；產量試驗,園藝
114,18195316,臺東地區經濟果樹加工技術之研究,農業部臺東區農業改良場作物改良科,鳳梨釋迦；產品開發；改良種芒果；冷凍水果加工；經濟果樹,食品科技(農)
114,18194699,臺東縣水稻剩餘資源產製稻草捲示範場域,農業部臺東區農業改良場作物環境科,水稻；敷蓋；循環農業,農業化學
114,18202149,臺東地區特色果樹育種研究,農業部臺東區農業改良場斑鳩分場,枇杷；鳳梨釋迦；番荔枝,園藝
114,18203199,臺東地區番荔枝高溫下之修剪適期技術建立,農業部臺東區農業改良場,病蟲害監測；落果；韌性農業；產期調節適期；高溫生理障礙,園藝
114,18195615,臺東雜糧作物小米、臺灣藜及樹豆育種之研究,農業部臺東區農業改良場作物改良科,樹豆；臺灣藜；小米,農藝
114,18193195,臺東地區特用作物栽培管理與加值化技術之建立,農業部臺東區農業改良場作物改良科,加值化；黃荊；特用作物,園藝
114,18195022,臺東地區優質及具香味之水稻品種選育,農業部臺東區農業改良場作物改良科,白堊質；水稻；香米,農藝
114,18202718,臺東地區特色果樹栽培管理與採後處理技術改進之研究,農業部臺東區農業改良場,四季龍眼；人工授粉；刺番荔枝；採收適期；修剪；伊拉瑪番荔枝；產期調節,園藝
114,18193324,臺東特色雜糧作物栽培體系與調製技術建立,農業部臺東區農業改良場作物改良科,栽培技術改進；省工；樹豆；小米,農藝
114,18192144,臺東地區作物施肥技術應用研究,農業部臺東區農業改良場作物環境科,合理化施肥；番荔枝；永續農業；肥培管理,農業化學
114,18191492,臺東地區番荔枝有機與友善資材之研發應用與推廣,農業部臺東區農業改良場作物環境科,特色作物；微生物相；大目釋迦；番荔枝,植物保護
114,17939144,宗教基礎設施研究：探索白冷會對台東的建設,國立臺東大學公共與文化事務學系,天主教；白冷外方傳教會；基礎設施；教堂；台東,人類學
114,17943656,臺東紅烏龍茶重金屬分析與風險評估研究,國立臺東大學食品生物技術應用二年制在職學位學程,紅烏龍茶； 重金屬污染； 食品安全； 風險評估； 臺東茶,食品科技(工)
114,17943691,科普活動：114年臺東縣全民科學週暨離島偏(原)鄉科普推廣計畫,國立臺東大學應用科學系,偏(原)鄉離島原民科普推廣；全民科學週；學生動手做；臺灣科學節；科普環島列車,科學教育
114,18181797,國產農漁畜產品食農教學模組與推廣,農業部臺南區農業改良場,跨領域教材；教案；國產畜產品；水產品；食魚教育；臺東地區；食農教育；食農教育；多元教材；胡麻；紅豆；雞蛋；教材；教學實作推廣；實作教學；在地農產品；教材；漁業資源；教材；在地食材；食農教育；草莓；教材；教案；食農教育；教學系統模組；多元教材；食農教育；馬鈴薯；食農教育；國產農產品；食農教育；食農教育；多元教材；食農教育；食農教育；食農教育；食農教育；食農教材；教材,農業推廣
114,18185256,臺東縣雜木林及農林剩餘資材產製生質顆粒示範場域,國立屏東科技大學木材科學與設計系,生質顆粒；循環場域；農業剩餘資材,其他（農）
114,18191090,臺東地區重要作物關鍵有害生物監測與防治之應用,農業部臺東區農業改良場作物環境科,水稻徒長病；粉介殼蟲；抗藥性；捕植蟎；番荔枝銹病；番荔枝；葉蟎；害物整合管理；水稻,植物保護
114,17352175,從在地到國際之跨域共創與社會實踐-建構Beyond AI 之韌性原民族群社會-台東南王部落狩獵文化的AR/VR數位典藏：保存、紀錄與推廣( II ),國立雲林科技大學數位媒體設計系,擴增實境；虛擬實境；數位典藏；台東南王部落；狩獵文化；人文活動；部落旅遊行銷；原住民；文化遺產；使用者體驗；研究方法；文化分析；互動式體驗；儀式；部落魅力；食材保存運送；獸皮；旅遊吸引力；人文交流；AR/VR技術；,人類學
114,18188650,臺東地區促進ESG發展與輔導農民永續經營之研究,農業部臺東區農業改良場農業推廣科,環境、社會與公司治理；青年農民；農業永續經營,農業推廣
114,18179806,臺東六號黑晶洛神花的全株利用 : 由功能原料開發到工廠試量產,國立臺東大學東部生物經濟中心,農產廢棄物加值應用；臺東六號黑晶洛神花；工廠試量產；全株利用；微膠囊化；機能原料開發；改善代謝症候群,食品科技(農)
114,18152800,關子嶺溫泉區之南172號公路邊坡大規模地滑特性的研究-三維度擬真地層邊坡穩定分析之研究–考慮降雨入滲與真實地震(子計畫二)( II ),國立成功大學資源工程學系（所）,三維度邊坡穩定分析；大規模崩塌潛勢範圍；剪力強度折減法；動態時史分析；流固耦合；2022- 09-18-06:44:15之ML6.80台東地震；,防災工程
114,17651004,原住民族文化影響評估之發展與應用：以台東縣金崙溪流域為個案之研究,國立政治大學土地政策與環境規劃碩士原住民專班,文化影響評估；地熱開發；原住民族；排灣族；土地權；永續發展,地理學
114,17980708,台東蘇鐵生態系的微生物組結構與功能分析：以共生藍綠菌為核心的保護與應用研究,國立中興大學土壤環境科學系（所）,台東蘇鐵；珊瑚根；藍綠菌；共生機制；生物多樣性；生態保護；固氮；固碳；土壤有機質；微生物介導的相互作用；小灰蝶,生物科學
114,17992545,建構氣候變遷調適科研生態圈-極端災害下之韌性城鄉與防災調適-臺東縣( IV ),國立臺東大學資訊管理學系,極端災害；災害決策支援系統；情境推定；氣候緊急狀態；災害調適；韌性城鄉,防災工程
114,17985699,極端事件於臺灣東部外海之海洋地質紀錄-4-EAGER-ET-4：花東海盆沉積物岩心中事件型沉積物之元素組成差異與控制機制探討,國立中山大學海洋科學系,花東海盆；臺東海底峽谷；沉積物事件層；元素組成與有機地球化學指標；海底地質災害,地球科學
