year,author,title,school,dept,degree,advisor,url
109,林新芳,女力追求－運用方法目的鏈探討臺東女性健身房參與者之價值內涵,國立臺東大學,進修部休閒事業管理組碩(夜間）,碩士,江昱仁,https://hdl.handle.net/11296/5ge5jm
109,顏翠瑩,台東幼兒園教保服務人員壓力來源與身心健康之關係：以調適為中介變項,國立臺東大學,進修部教育行政碩士班(夜間),碩士,鄭承昌,https://hdl.handle.net/11296/8a7868
109,岳?,臺東縣國中導師人格特質、情緒管理與班級經營效能之相關研究,國立臺東大學,進修部教育行政碩士班(夜間),碩士,鄭燿男,https://hdl.handle.net/11296/tdct7u
109,李建財,南迴鐵路電氣化與國際連鎖旅館進駐對臺東旅館產業發展趨勢之預測,國立臺東大學,進修部休閒事業管理組碩(夜間）,碩士,蔡進士,https://hdl.handle.net/11296/6263bv
109,彭凱琳,臺東縣村（里）長對兒童及少年保護案件通報行為意向之研究,國立臺東大學,進修部公共與文化事務碩士專班(假日),碩士,柯志昌,https://hdl.handle.net/11296/9r8tb7
109,鄭朝誠,動物保護法教育宣導成效之研究 －以臺東縣執行及認知情形為例,國立臺東大學,進修部教育行政碩士班(夜間),碩士,梁忠銘,https://hdl.handle.net/11296/x5f64b
109,陳立芳,社會工作督導關係之初探 —以臺東縣為例,國立臺東大學,進修部公共與文化事務碩士專班(假日),碩士,靳菱菱,https://hdl.handle.net/11296/r8k5be
109,王玳琪,臺東原住民族部落文化健康站運作之研究,國立臺東大學,進修部公共與文化事務碩士專班(假日),碩士,靳菱菱,https://hdl.handle.net/11296/fjg273
109,李其珮,家庭照顧中的性別角色意涵：台東個案研究,國立臺東大學,進修部公共與文化事務碩士專班(假日),碩士,靳菱菱,https://hdl.handle.net/11296/94gqct
109,張品澤,從利害關係人角度探討臺東中央市場未來營運轉型策略之研究,國立臺東大學,進修部公共與文化事務碩士專班(假日),碩士,柯志昌,https://hdl.handle.net/11296/5sntz2
109,林威志,從「鄰避」到「迎臂」之路徑選擇－臺東縣焚化廠啟用政策工具研析,國立臺東大學,進修部公共與文化事務碩士專班(假日),碩士,柯志昌,https://hdl.handle.net/11296/3swyh6
109,邱信文,臺東縣家庭暴力安全防護網執行情形初探 －高危機個案再列管風險類型分析,國立臺東大學,進修部公共與文化事務碩士專班(假日),碩士,柯志昌,https://hdl.handle.net/11296/7xpjf4
109,吳姵璇,臺東元宵節炸寒單民俗儀式兒少讀本創作研究,國立臺東大學,華語文學系碩士班,碩士,簡齊儒,https://hdl.handle.net/11296/a8jhph
109,劉綺,台東縣來來國小第二學習階段節奏教學之個案研究,國立臺東大學,音樂學系碩士班,碩士,郭美女,https://hdl.handle.net/11296/r2hnxu
109,張廷瑄,臺東縣國小社團教師 排灣族歌謠教學實務之個案研究,國立臺東大學,音樂學系碩士班,碩士,何育真,https://hdl.handle.net/11296/6kj2j6
109,邱守山,臺東縣高中職教官退離校園後生涯轉換規劃之研究,國立臺東大學,進修部公共與文化事務碩士專班(假日),碩士,李玉芬,https://hdl.handle.net/11296/tr8n5x
109,蔡佩妘,動態價格策略關鍵因素之研究-以臺東地區民宿業為例,國立臺東大學,進修部休閒事業管理組碩(夜間）,碩士,林永權,https://hdl.handle.net/11296/77za2j
109,曾玉彤,族語返「嘉」：臺東利嘉部落族語復振與生活化的挑戰,國立臺東大學,進修部休閒事業管理組碩(夜間）,碩士,鄭肇祺,https://hdl.handle.net/11296/5uj67k
109,蘇群媛,臺東縣「泰源書屋」打擊樂社團指導教師教學信念與教學實踐之研究,國立臺東大學,音樂學系碩士班,碩士,何育真、何育真,https://hdl.handle.net/11296/3g3t3u
109,林志洵,普通人群肺癌篩檢之低劑量計算機斷層掃描：以台東當地醫院為例,國立臺東大學,生物醫學碩士學位學程,碩士,張耀中,https://hdl.handle.net/11296/na397p
109,陳欣怡,社工師的培育與挑戰：以臺東縣為例,國立臺東大學,進修部公共與文化事務碩士專班(假日),碩士,靳菱菱,https://hdl.handle.net/11296/xq2axg
109,朱韻如,遊客視角下應用IPA分析漁業保育區的研究-以臺東縣富山漁業 資源保育區為例,國立臺東大學,進修部環境經濟資管碩專(假日),碩士,謝昆霖,https://hdl.handle.net/11296/8w6a7s
109,陳威志,非營利組織在地資源連結過程之探究－以財團法人私立臺東基督教阿尼色弗兒童之家為例,國立臺東大學,進修部公共與文化事務碩士專班(假日),碩士,柯志昌,https://hdl.handle.net/11296/73kgab
109,林燕珍,2001-2018年臺東與六都地區人口肝癌流行率及差異性探討,國立臺東大學,生物醫學碩士學位學程,碩士,楊繼江，賴政延,https://hdl.handle.net/11296/ge6qqm
109,林美琍,智慧城市推力型縣政推廣App持續使用意圖之 實證研究：以臺東縣TTPush 2.0 踢一下為例,國立臺東大學,進修部環境經濟資管碩專(假日),碩士,陳宜檉,https://hdl.handle.net/11296/8bq8k7
109,陳奕宏,臺東地區高級中等學校教師兼任行政職務之社會資本、工作壓力 與因應策略之研究,國立臺東大學,公共與文化事務學系,碩士,柯志昌,https://hdl.handle.net/11296/3weugw
109,葉之幸,填空之鏡：台東都歷部落 傳統領域Pacefongan 的正名之聲,國立臺東大學,公共與文化事務學系南島文化研究碩士班,碩士,蔡政良、蔡政良,https://hdl.handle.net/11296/5z7s6e
109,葉素佑,臺東縣鹿野鄉聖豐宮暨媽祖信仰研究,國立臺東大學,華語文學系碩士班,碩士,簡齊儒,https://hdl.handle.net/11296/f8u2qr
109,蔡承樺,應用多期數值地形模型於海崖侵蝕之研究-以臺東成功海岸為例,國立臺灣師範大學,地理學系,碩士,沈淑敏,https://hdl.handle.net/11296/p28csx
109,蔡晉人,垃圾處理的問題與困境：以台東焚化爐為例,國立中山大學,社會科學院高階公共政策碩士學程在職專班,碩士,李予綱,https://hdl.handle.net/11296/p3w7k9
109,黃建豪,園藝治療應用於原鄉長期照顧之文化安全性探討 -以臺東縣原住民族長者為例,國立東華大學,民族事務與發展學系,碩士,張希文,https://hdl.handle.net/11296/tw596a
109,黃心怡,農村人口老化問題與對策 -以台東縣關山鎮為例,國立東華大學,公共行政學系,碩士,王鴻濬,https://hdl.handle.net/11296/tbr847
109,王耀輝,臺東縣消防人員體適能分析之研究,國立東華大學,體育與運動科學系,碩士,楊昌斌,https://hdl.handle.net/11296/rfj2k9
109,詹浩儀,辦公廳舍耐震補強設計擴柱尺寸之檢討分析--以台東縣辦公廳舍為例,國立屏東科技大學,土木工程系所,碩士,鍾文貴,https://hdl.handle.net/11296/ywgn4w
109,王冬成,臺東野溪集水區土砂治理策略之研究,國立屏東科技大學,土木工程系所,博士,李錦育,https://hdl.handle.net/11296/6m7jw6
109,馬志安,未使用既有污水下水道幹管狀況調查與修繕-以臺東市幹管為例,國立屏東科技大學,土木工程系所,碩士,謝啟萬,https://hdl.handle.net/11296/n92u6b
109,許信智,調節式防砂壩維護管理模式之研究-以台東知本溪為例,國立屏東科技大學,水土保持系所,碩士,許中立,https://hdl.handle.net/11296/4dae6s
109,劉玉英,銀行從業人員工作壓力與工作滿意度之研究 -以屏東、台東地區公股銀行為例,美和科技大學,企業管理系經營管理碩士班,碩士,莫慶文,https://hdl.handle.net/11296/55vwus
111,高睿哲,戶外探索教育推動歷程之探究－以臺東縣均一實驗中學為例,國立屏東大學,體育學系探索教育碩士在職專班,碩士,林耀豐,https://hdl.handle.net/11296/f4mw8e
111,黃莉筑,臺東縣關山鎮地方創生-以返鄉者的觀點探究,國立臺東大學,進修部暑期文化資源與休閒產業碩士專班,碩士,蔡進士、蔡進士,https://hdl.handle.net/11296/82qp7p
111,鄭宇婷,移居偏鄉關鍵因素之研究—以臺東縣長濱鄉為例,國立臺東大學,進修部暑期文化資源與休閒產業碩士專班,碩士,林永權,https://hdl.handle.net/11296/2w9zv3
111,顏志豪,臺東縣蘭嶼鄉綠蠵龜稚龜對不同人造光源的尋海行為探討,國立臺灣海洋大學,海洋生物研究所,碩士,"程一駿
呂健宏",https://hdl.handle.net/11296/b5v445
111,康紘銘,以空氣品質監測網數據分析鳳山、潮州及台東地區PM2.5變化趨勢,崑山科技大學,環境工程研究所,碩士,李志賢,https://hdl.handle.net/11296/93ybke
111,張志光,民宿經營與空間設計關係之研究—以臺東民宿為例,國立宜蘭大學,建築與永續規劃研究所碩士班,碩士,徐輝明,https://hdl.handle.net/11296/x5xrgz
111,陳霈穎,卑南族大獵祭活動認知與族群認同關係之研究 -以台東南王部落為例,環球科技大學,公共事務管理研究所,碩士,陳銘村,https://hdl.handle.net/11296/nhrtt2
111,徐青憶,臺東縣學校推動親職教育的困境及其改善策略：以家庭教育輔導團觀點為例,國立東華大學,教育行政與管理學系,碩士,潘文福,https://hdl.handle.net/11296/3u3cy9
111,謝秋佩,地方創生觀點探討離島地區觀光產業發展之研究—以臺東縣綠島鄉為例,國立臺東大學,進修部暑期文化資源與休閒產業碩士專班,碩士,林永權,https://hdl.handle.net/11296/n7w467
111,賴國旻,臺東日本料理餐廳之全球在地化與五感體驗,國立臺東大學,文化資源與休閒產業學系碩士班,碩士,鄭肇祺,https://hdl.handle.net/11296/us4w3w
111,馬書屏,臺東縣的流浪犬管理問題與策略,國立臺東大學,進修部公共與文化事務碩士專班(假日),碩士,李玉芬,https://hdl.handle.net/11296/ggdtm2
111,陳紫玲,後疫情時代旅宿業之策略創新機制-以台東日暉國際渡假村為例,宏國德霖科技大學,企業管理系碩士班,碩士,"江崇標
陳慧如",https://hdl.handle.net/11296/g8nu8m
111,黃秀蓉,臺東縣國小教師在新冠疫情下實施遠距教學之教學效能感研究,國立臺中教育大學,教育學系教育行政與管理碩士在職專班,碩士,江志正,https://hdl.handle.net/11296/4b9fw2
111,許侯泉承,探討遊憩吸引力和環境屬性相關之研究–以來台東地區露營參與者為例,南臺科技大學,休閒事業管理系,碩士,陳慧玲,https://hdl.handle.net/11296/z84g87
111,陳盈均,機車污染源管制對排放空氣污染物 減量效益–以臺東縣為例,大漢技術學院,土木工程與環境資源管理研究所,碩士,王世忠,https://hdl.handle.net/11296/cjm7hn
111,江秀珠,部落觀光發展關鍵成功因素之研究--以台東縣延 平鄉為例,正修科技大學,經營管理研究所,碩士,"蔡政宏
朱奐玫",https://hdl.handle.net/11296/2ct576
111,鄭婉莉,臺東地區照顧服務員自覺健康、職業疲潰與留任意願相關因素探討,慈濟科技大學,長期照護研究所,碩士,吳宏蘭,https://hdl.handle.net/11296/2q7u3h
111,沙志強,臺東縣推動 1 期至 3 期柴油車污染改善策略成效分析,大漢技術學院,土木工程與環境資源管理研究所,碩士,"王世忠
胡紹華",https://hdl.handle.net/11296/2v6vs4
111,劉承宏,提升臺東縣柴油車檢驗率與空氣污染物削減量之研究,大漢技術學院,土木工程與環境資源管理研究所,碩士,"王世忠
胡紹華",https://hdl.handle.net/11296/62ncwp
111,張漢軒,地方節慶拚創生–以台東池上秋收稻穗藝術節為例,國立臺北教育大學,文化創意產業經營學系碩士學位EMBA在職進修專班,碩士,林詠能,https://hdl.handle.net/11296/twd622
111,曾裕益,榮民之家組織轉型探討-以台東馬蘭榮家為例,國立屏東科技大學,社會工作系所,碩士,何華欽,https://hdl.handle.net/11296/8h5fxn
111,許欽雄,靶場汙染土壤復原技術之探討-以台東地區某靶場為例,國立屏東科技大學,土木工程系所,碩士,謝啟萬,https://hdl.handle.net/11296/53w8g4
111,郭詩玉,社區資源運用對行銷行為與永續觀光關聯性之研究-台東縣金崙村民宿消費者觀點,國立高雄師範大學,經營管理碩士班,碩士,劉廷揚,https://hdl.handle.net/11296/d9msez
111,賴怡君,在宅醫療與共生社區的建構：小鎮醫生在臺東建構社區整體照護的經驗,國立政治大學,行政管理碩士學程,碩士,湯京平,https://hdl.handle.net/11296/759xcv
111,杜國維,原住民保留地政策下的恆春阿美族土地經驗(2007-2018)：以臺東縣池上鄉振興部落為例,國立政治大學,土地政策與環境規劃碩士原住民專班,碩士,陳怡萱,https://hdl.handle.net/11296/fnzjer
111,洪偉彥,陽光、活水、人文：臺東國際鐵人三項之觀光賽事發展,國立臺灣師範大學,運動休閒與餐旅管理研究所運動休閒與餐旅管理碩士在職專班,碩士,"林玫君
林伯修",https://hdl.handle.net/11296/856q53
111,李高偉,2018臺東普悠瑪鐵人三項賽事參與動機與滿意度之研究,國立成功大學,運動健康與休閒管理碩士在職專班,碩士,王駿濠,https://hdl.handle.net/11296/y66r6d
111,石哲綸,既有路線提速可行性研究─以南迴臺東線為例,國立成功大學,土木工程學系,碩士,郭振銘,https://hdl.handle.net/11296/j6rh7a
111,鍾學超,影響大專打者的上壘率因素之探討- 以國立臺東大學棒球隊為例,國立臺東大學,體育學系碩士班,碩士,陳秀惠,https://hdl.handle.net/11296/53mq3p
111,古玫芳,遊客難忘飲食體驗、旅遊目的地意象與重遊意願之研究-以臺東縣成功鎮為例,國立臺東大學,進修部休閒事業管理組碩(夜間）,碩士,江昱仁,https://hdl.handle.net/11296/cd6cwr
111,徐慶世,電業服務品質與顧客滿意度之探討－以「台電公司台東區處」用戶為例,國立臺東大學,進修部休閒事業管理組碩(夜間）,碩士,江昱仁,https://hdl.handle.net/11296/7u7jn2
111,楊雅婷,遊客自然連結度、環境知覺復癒與負責任環境行為之研究-以台東森林公園為例,國立臺東大學,進修部休閒事業管理組碩(夜間）,碩士,江昱仁,https://hdl.handle.net/11296/b5hk93
111,高孟和,探勘不動產市場外部環境與房價之關聯性 -以臺東預售屋實價登錄為例,國立臺東大學,進修部休閒事業管理組碩(夜間）,碩士,陳盈如,https://hdl.handle.net/11296/2xf4ns
111,林沛惟,臺東縣身心障礙者工作現況與期盼之研究－以臺東縣某社區日間作業設施為例,國立臺東大學,特殊教育學系碩士班,碩士,程鈺雄,https://hdl.handle.net/11296/6gp4g7
111,林菁華,繪本閱讀推廣融入國小環境教育之 準實驗觀察研究- 以「閱讀101」活動臺東參與國小為例,國立臺東大學,公共與文化事務學系,碩士,柯志昌,https://hdl.handle.net/11296/294ug7
111,戴君兒,原漢族群教師在原住民重點學校生活適應之研究-以臺東縣某國中為例,國立臺東大學,進修部教育行政碩士班(夜間),碩士,梁忠銘,https://hdl.handle.net/11296/5ag7d3
111,盧德鈞,總務處營繕組對於永續校園環境影響之研究-以臺東大學為例,國立臺東大學,進修部教育行政碩士班(夜間),碩士,何俊青、施能木,https://hdl.handle.net/11296/55d4c2
111,曹育錚,大學生休閒涉入、休閒阻礙與幸福感之關係研究–以台東大學為例,國立臺東大學,文化資源與休閒產業學系碩士班,碩士,江昱仁,https://hdl.handle.net/11296/7kysvw
111,葉宇晨,臺東免費無線上網寬頻服務(TTFREE) 持續使用意圖之研究：以數位能力為調節變數,國立臺東大學,進修部環境經濟資管碩專(假日),碩士,林育珊,https://hdl.handle.net/11296/n86sm8
111,黃郁庭,戶外教育活動中家長參與程度與學生利社會行為的發展：以台東偏鄉國小為例,國立臺東大學,進修部休閒事業管理組碩(夜間）,碩士,李晏佐,https://hdl.handle.net/11296/ku89h4
111,林仟雅,陽剛職場中的性別隔離：  以臺東縣消防局為例,國立臺東大學,進修部公共與文化事務碩士專班(假日),碩士,靳菱菱,https://hdl.handle.net/11296/w8u874
111,陳明城,以計畫行為理論探討中學生於餐飲外送平台APP使用意圖之實證研究： 以臺東專校中學生為例,國立臺東大學,進修部環境經濟資管碩專(假日),碩士,陳宜檉,https://hdl.handle.net/11296/d2p2c5
111,劉益誠,臺東消防App持續使用影響因素之實證研究： 資訊系統成功模式與期望確認理論之整合,國立臺東大學,進修部環境經濟資管碩專(假日),碩士,陳宜檉,https://hdl.handle.net/11296/n3h862
111,邱威翰,應變管理資訊雲端服務2.0資訊系統成功模式建構之研究：以臺東縣為例,國立臺東大學,進修部環境經濟資管碩專(假日),碩士,陳宜檉,https://hdl.handle.net/11296/8xrq2w
111,呂佳樺,團隊資源管理在COVID-19病人運送之應用探討-以臺東某地區醫院為例,國立臺東大學,進修部公共與文化事務碩士專班(假日),碩士,柯志昌,https://hdl.handle.net/11296/t5zfeg
111,陳慶鍾,影響消費者樂活民宿再宿意願之關鍵因素： 以臺東地區民宿為例,國立臺東大學,進修部環境經濟資管碩專(假日),碩士,陳宜檉,https://hdl.handle.net/11296/263s79
111,劉俞辰,中師與美籍教學助理在臺東縣偏鄉國小英語課程協同教學之行動研究,國立臺東大學,教育學系課程與教學碩士班,碩士,何俊青,https://hdl.handle.net/11296/a5kj9x
111,林承逸,義勇消防人員執行救災勤務之潛在風險分析—以臺東縣為例,國立臺東大學,進修部環境經濟資管碩專(假日),碩士,王文清,https://hdl.handle.net/11296/f6c466
111,盧秉庠,應用資料探勘技術分析顧客消費行為-以臺東市某早午餐為例,國立臺東大學,進修部環境經濟資管碩專(假日),碩士,楊義清、林俊男,https://hdl.handle.net/11296/a23bh7
111,杜佳憲,臺東縣消防局Line＠App使用意圖影響因素之研究：資訊成功模式與期望確認理論之整合觀點,國立臺東大學,進修部環境經濟資管碩專(假日),碩士,陳宜檉,https://hdl.handle.net/11296/d492d2
111,金沛珺,臺東市高職社團教師原住民歌舞教學實務之個案研究,國立臺東大學,音樂學系碩士班,碩士,何育真、何育真,https://hdl.handle.net/11296/d2hwgy
111,陳惠菁,應用延伸式科技接受模式探討文化健康站年長者使用虛擬實境科技系統意願研究-以臺東縣為例,國立臺東大學,進修部環境經濟資管碩專(假日),碩士,陳志軒、謝昆霖,https://hdl.handle.net/11296/z2ayh3
111,蔡蕙如,「黏」在臺東! 以體驗價值為中介探討臺東超鐵目的地意象、地方依附與行為意圖之關聯,國立臺東大學,進修部休閒事業管理組碩(夜間）,碩士,張凱智,https://hdl.handle.net/11296/g2y688
111,蔡承軒,臺東地區低海拔森林枯落物量與分解速率變化之研究,國立臺東大學,生命科學系碩士班,碩士,呂佩倫,https://hdl.handle.net/11296/3ut346
111,蔡雅群,台東市某技術型高中108課綱課程與美容美髮檢定內容對學生銜接職場就業之可行性研究,台南應用科技大學,生活服務產業系生活應用科學碩士班,碩士,張瓊云,https://hdl.handle.net/11296/k6m64b
111,廖家助,‘臺東1號’翼豆豆莢採收成熟度之研究,國立屏東科技大學,農園生產系所,碩士,梁佑慎,https://hdl.handle.net/11296/cdqgnb
111,賴品勲,參與地方政府保險的決定因素探討—以台東池上稻農為例,國立屏東科技大學,農企業管理系所,碩士,鍾秋悅,https://hdl.handle.net/11296/54um95
112,沈昌敏,原住民部落水上運動休閒產業與地方文化結合之研究－以台東縣都歷部落為例,正修科技大學,經營管理研究所,碩士,陳國雄,https://hdl.handle.net/11296/m9w668
112,陳漢萭,交通觀光、社區發展、與醫療資源對偏鄉地區TFP的影響：以宜蘭、花蓮、台東、和南投為例,佛光大學,應用經濟學系,碩士,周國偉,https://hdl.handle.net/11296/gyh5nu
112,吳佳珉,台東地區急診護理人員工作壓力、壓力因應與留任意願之相關性探討,亞洲大學,護理學系碩士在職專班(臺東班),碩士,彭逸稘,https://hdl.handle.net/11296/awdtn6
112,林恒卉,週末效應對急診外傷患者醫療照護結果之相關探討-以臺東某區域醫院為例,亞洲大學,護理學系碩士在職專班(臺東班),碩士,彭逸稘,https://hdl.handle.net/11296/b23nks
112,胡丁若,台東腦中風患者三個月及一年內復發之預測因子探討,亞洲大學,護理學系碩士在職專班(臺東班),碩士,吳樺姍,https://hdl.handle.net/11296/tcdyau
112,高珮軒,偏鄉國中學生閱讀動機、閱讀行為之探究——以臺東某原住民學校為例,國立中山大學,教育研究所,碩士,林煥祥,https://hdl.handle.net/11296/8va9w4
112,吳祥銘,旅遊打卡行為：以台東大地裝置藝術景點新／舊情境比較為例,國立中山大學,資訊管理學系研究所,碩士,"陳偉慶
韓毅",https://hdl.handle.net/11296/u2t9bj
112,李建瑩,臺東鹿野茶業產業轉型商業模式之個案研究,國立中興大學,農業企業經營管理碩士在職專班,碩士,陳家彬,https://hdl.handle.net/11296/jjhdbg
112,吳孟育,偏鄉地區推動需求反應式服務之潛在使用者行為意圖分析－以臺東縣鹿野鄉為例,國立成功大學,交通管理科學系,碩士,李元拓,https://hdl.handle.net/11296/g9mwf8
112,曾怡靜,影響需求反應式運輸服務(DRTS)接受度之因素及願付價格探討-以台東市及鹿野鄉為例,國立成功大學,交通管理科學系,碩士,李元拓,https://hdl.handle.net/11296/pbt9ne
112,洪宗呈,正港的臺東人－天主教白冷會歐思定修士生命史,國立東華大學,歷史學系,碩士,陳鴻圖,https://hdl.handle.net/11296/jkxjmd
112,范植晳,臺東縱谷地區推行在地蓬萊米穀粉融入食米教育之成效分析,國立屏東科技大學,食品科學系所,碩士,"邱秋霞
羅之綱",https://hdl.handle.net/11296/8g25j2
112,陳人右,應用HEC-RAS探討堰塞湖變遷模式及對策-以台東知本溪為例,國立屏東科技大學,水土保持系所,碩士,許中立,https://hdl.handle.net/11296/vyk4qf
112,朱霈姍,中醫院資源利用效率之研究-以臺東X中醫院所為例,國立高雄大學,國際高階經營管理碩士在職專班(IEMBA),碩士,李亭林,https://hdl.handle.net/11296/c4j6fn
112,郭濱榮,疫情下台東旅宿業的挑戰與轉機 - 以J旅店為個案研究,國立高雄大學,國際高階經營管理碩士在職專班(IEMBA),碩士,"李亭林
翁銘章",https://hdl.handle.net/11296/p6abg9
112,林冠誠,臺灣南島民族阿美族家屋營造體系之當代演繹-以臺東縣成功鎮 Madawdaw 部落為例,國立高雄大學,建築學系,碩士,陳啓仁,https://hdl.handle.net/11296/v2533b
112,余和穎,從寶桑到臺東(1874-1976)―以國家力量為討論核心,國立高雄師範大學,臺灣歷史文化及語言研究所,碩士,楊護源,https://hdl.handle.net/11296/3d52h4
112,潘雅芬,臺東縣國中教師資訊素養、數位教學效能與工作壓力關係之研究,國立高雄師範大學,教育學系,碩士,林奕宏,https://hdl.handle.net/11296/b9mjtn
112,施宣妃,晚冰期以來臺東大武溪與朝庸溪下游的埋積谷地地形演育,國立高雄師範大學,地理學系,碩士,齊士崢,https://hdl.handle.net/11296/qac6yh
112,劉文淇,高齡者對鄉村地區綠色空間感知及其對颱洪災害韌性之影響−以臺東縣卑南溪流域為例,國立臺北大學,不動產與城鄉環境學系,碩士,洪鴻智,https://hdl.handle.net/11296/b9abcb
112,許峻瑒,2022年9月臺東地震之活動斷層地表變形分析,國立臺北科技大學,土木工程系土木與防災碩士班,碩士,張國楨,https://hdl.handle.net/11296/2d7m93
112,曾尹政,臺東縣國小高年級學生知覺導師正向管教、社會連結與偏差行為關係之研究,國立臺東大學,進修部教育行政碩士班(夜間),碩士,何俊青、蔡進雄,https://hdl.handle.net/11296/256k6q
112,林倚華,從消費價值觀點探討品牌形象對購買意願關係之研究-以臺東地區伴手禮為例,國立臺東大學,進修部休閒事業管理組碩(夜間）,碩士,張凱智,https://hdl.handle.net/11296/2wqm3u
112,陳知穎,偏鄉初任教師工作壓力及其因應策略 -以臺東縣國民小學為例,國立臺東大學,進修部教育行政碩士班(夜間),碩士,梁忠銘,https://hdl.handle.net/11296/5hhz6a
112,張又驊,家庭作業對於臺東地區國小身心障礙學生學習成效影響之質性研究,國立臺東大學,特殊教育學系碩士班,碩士,程鈺雄,https://hdl.handle.net/11296/5k54b6
112,鄭琦,探究以臺東榮民的故事營塑臺東旅遊吸引力的適性,國立臺東大學,進修部休閒事業管理組碩(夜間）,碩士,蔡進士,https://hdl.handle.net/11296/65e7cp
112,廖淑萍,照顧服務員的美麗與哀愁：臺東縣部落文化健康站照顧服務員情緒勞動探討,國立臺東大學,進修部公共與文化事務碩士專班(假日),碩士,劉麗娟,https://hdl.handle.net/11296/67eg22
112,王詩嘉,資料探勘分析臺東慢食餐廳之線上評論,國立臺東大學,進修部休閒事業管理組碩(夜間）,碩士,陳盈如,https://hdl.handle.net/11296/6q43pu
112,陳俐敏,2014至2023年臺東縣某國小五年級學生期末共同評量成績視覺化縱貫性分析,國立臺東大學,教育學系教育研究所,碩士,鄭承昌、鄭承昌,https://hdl.handle.net/11296/7668xm
112,陳怡蓓,親子旅遊主題應用於桌上遊戲設計之研究 -以台東海岸線景點為例,國立臺東大學,進修部美術產業發展碩專(夜間班),碩士,施能木,https://hdl.handle.net/11296/b7p98m
112,林梅英,以整合型科技接受模型探究教師使用數位學習平台輔助教學現況之研究- 以臺東縣高中職教師為例,國立臺東大學,資訊管理學系碩士班,碩士,謝昆霖,https://hdl.handle.net/11296/bkx3k5
112,潘念慈,臺東縣國小教師民族教育課程認同感與 教師專業承諾之調查研究,國立臺東大學,進修部暑期課程與教學碩專班,碩士,李偉俊,https://hdl.handle.net/11296/dsmj4t
112,陳彥均,緊急救護OHCA案件急救成效之研究-以臺東縣為例,國立臺東大學,進修部環境經濟資管碩專(假日),碩士,王文清,https://hdl.handle.net/11296/empzf8
112,裴慎恩,臺東縣金峰鄉金崙溪流域排灣族部落蜜蜂文化之調查研究,國立臺東大學,生命科學系碩士班,碩士,劉炯錫,https://hdl.handle.net/11296/gq4497
112,張文琪,臺東休閒度假村節水策略之探究,國立臺東大學,進修部休閒事業管理組碩(夜間）,碩士,蔡進士,https://hdl.handle.net/11296/gs728g
112,潘以家,從公私協力治理觀點探討 臺東縣大武鄉推動地方創生歷程之研究,國立臺東大學,進修部公共與文化事務碩士專班(假日),碩士,柯志昌,https://hdl.handle.net/11296/h4w95z
112,陳麒安,旅遊環境與目的地認同移轉效果前因與後果研究：以臺東環境教育認證場域為例,國立臺東大學,進修部暑期文化資源與休閒產業碩士專班,碩士,許立群,https://hdl.handle.net/11296/jn2f3u
112,姜智豪,以PZB服務品質模式探究臺東縣獨居老人緊急救援服務,國立臺東大學,進修部公共與文化事務碩士專班(假日),碩士,柯志昌,https://hdl.handle.net/11296/k5e7bw
112,謝昆澄,Covid-19對臺東鹿野熱氣球觀光活動之影響及因應策略─以在地商家觀點之敘事研究,國立臺東大學,進修部公共與文化事務碩士專班(假日),碩士,柯志昌,https://hdl.handle.net/11296/m6w3g5
112,張芳瑜,校訂課程發展與教師認同感關係之研究 －以臺東縣國小教師為例,國立臺東大學,教育學系課程與教學碩士班,碩士,黃琇屏,https://hdl.handle.net/11296/nak4mm
112,高曉萍,部落文化健康照護的培力：以台東縣部落健康營造之象圈家族為例,國立臺東大學,公共與文化事務學系南島文化研究碩士班,碩士,張育銓,https://hdl.handle.net/11296/v36b38
112,林恩德,茶葉會說話，探討體驗經濟時代的故事行銷：以臺東鹿野紅烏龍茶產業為例,國立臺東大學,進修部休閒事業管理組碩(夜間）,碩士,李晏佐,https://hdl.handle.net/11296/v9tmm4
112,吳婉茜,臺東市彩虹音樂教室經營策略及團體課教師教學實務之個案研究,國立臺東大學,音樂學系碩士班,碩士,何育真,https://hdl.handle.net/11296/vkjf2d
112,王茜薇,探討臺東生活風格移居者需求歷程－以馬斯洛理論為基礎,國立臺東大學,文化資源與休閒產業學系碩士班,碩士,張凱智,https://hdl.handle.net/11296/w97343
112,邱怡薇,羽球運動參與者休閒涉入、休閒阻礙對休閒效益影響之研究－以臺東縣為例,國立臺東大學,進修部暑期文化資源與休閒產業碩士專班,碩士,林永權,https://hdl.handle.net/11296/wpx5k9
112,陳忠峻,揹行山林：高山協作產業運作機制與產業鏈 -以臺東縣海端鄉及南投縣信義鄉為例,國立臺灣大學,森林環境暨資源學系,碩士,盧道杰,https://hdl.handle.net/11296/5fn26m
112,黃謙煜,臺東海槽北緣之海陸域地質特徵、接連與構造機制,國立臺灣大學,海洋研究所,碩士,張日新,https://hdl.handle.net/11296/ad3gk4
112,陳文松,台灣民營小水力電廠現況及成功關鍵因素之探討以台東關山圳小水力電廠為例,國立臺灣科技大學,管理研究所,碩士,"盧希鵬
羅天一",https://hdl.handle.net/11296/9s33nr
112,范書瑋,探討失智症早期篩檢工具與鑑別診斷間關聯性之研究：以臺東縣失智個案資料庫為例,臺北醫學大學,護理學系碩士在職專班,碩士,賴甫誌,https://hdl.handle.net/11296/5pfah3
