file_year,title,school,dept,author,url
103,民宿住宿動機與顧客滿意度關係之研究 ─以臺東市為例,世新大學,觀光學研究所(含碩專班),胡浩然,https://hdl.handle.net/11296/njtrmv
103,一個阿美族部落的過去、現在、未來-以臺東市富豐里Kakawasan(石山)部落為例,國立臺東大學,公共與文化事務學系區域政策與發展研究碩士班,陳玉美,https://hdl.handle.net/11296/w3777c
103,民宿休閒產業發展對地方經濟環境的影響-以台東地區為例,中華大學,營建管理學系碩士班,古陳蜀東,https://hdl.handle.net/11296/2fn9jf
103,為什麼參與了沒感覺？台東大竹永久屋建築文化語彙重現及部落參與之探討,國立臺灣大學,建築與城鄉研究所,許怡心,https://hdl.handle.net/11296/297687
103,翻轉教育－以台東科學小菁英為例,國立臺灣科技大學,管理學院MBA,宋德震,https://hdl.handle.net/11296/w3syg4
103,台灣鐵路改線變遷之研究－以台東線為例,國立東華大學,臺灣文化學系,謝明哲,https://hdl.handle.net/11296/53p8js
103,河川輸砂對臺東卑南溪口海岸地形變遷之影響,國立臺灣海洋大學,河海工程學系,黃暄穎,https://hdl.handle.net/11296/7wn686
103,估算臺灣竹林碳匯之研究—以臺東縣延平鄉桂竹林為例,國立嘉義大學,生物事業管理學系研究所,陳惠芳,https://hdl.handle.net/11296/w9j399
103,部落青年參與社區營造過程之研究-以台東縣比西里岸為例,國立中興大學,景觀與遊憩碩士學位學程,李駿,https://hdl.handle.net/11296/wbr3tg
103,建築美學與空間設計美學個案研究─以台東某私人行館為例,逢甲大學,經營管理碩士在職專班,游雅君,https://hdl.handle.net/11296/e6se4m
103,國中生學習態度、心理健康與人際關係之相關研究-以台東地區為例,國立臺灣師範大學,教育心理與輔導學系,魏頡,https://hdl.handle.net/11296/h82ezc
103,離鄉出走—臺東縣青少棒選手國中畢業後外流現狀與因素之分析,國立臺灣師範大學,運動休閒與餐旅管理研究所,陳孟葦,https://hdl.handle.net/11296/rh62nz
103,台東太麻里集水區崩塌因子之研究,國立屏東科技大學,水土保持系所,謝依霖,https://hdl.handle.net/11296/t3jq2u
103,台東安朔集水區整治率推估之研究,國立屏東科技大學,水土保持系所,黃筱喬,https://hdl.handle.net/11296/z8u23n
103,臺東地區番荔枝種植使用搬運車附掛施肥撒布機之探討,國立屏東科技大學,熱帶農業暨國際合作系,黃政龍,https://hdl.handle.net/11296/4w7269
103,台東鄉土人物誌─陳東宏水墨創作論述,國立臺東大學,進修部美術產業發展碩專(夜間班),陳東宏,https://hdl.handle.net/11296/z83664
103,台東縣國中教師職務分配制度之組織公平知覺與工作投入及工作滿意度關係之研究,國立臺東大學,進修部教育行政碩士班(夜間),薛宗坤,https://hdl.handle.net/11296/we75w9
103,臺東縣國民中學教師衝突類型知覺與衝突管理策略之研究,國立臺東大學,進修部教育行政碩士班(夜間),林馨民,https://hdl.handle.net/11296/d437jd
103,國立臺東高級商業職業學校原住民舞蹈社學生文化認同之研究,國立臺東大學,文化資源與休閒產業學系碩士班,李佳穎,https://hdl.handle.net/11296/674k8q
103,以計畫行為理論驗證消防人員參與休閒活動意圖之研究-以台東消防人員為例,國立臺東大學,進修部休閒事業管理組碩(夜間）,柯智升,https://hdl.handle.net/11296/5ue9ey
103,台東縣國小教師資訊素養、自我效能與工作滿意度關係之研究,國立臺東大學,教育學系(所),黃啟榮,https://hdl.handle.net/11296/926vu6
103,臺東縣國小高年級學童休閒參與與情緒智力之研究,國立臺東大學,進修部暑期文化資源與休閒產業碩士專班,巫佩娟,https://hdl.handle.net/11296/5yfwut
103,臺東縣國小學童在樂樂棒球運動的參與動機與學習滿意度之研究,國立臺東大學,進修部暑期體育碩士班,楊立愷,https://hdl.handle.net/11296/3x8b6k
103,臺東縣國小高年級學童臉書使用動機與使用行為相關研究,國立臺東大學,進修部暑期學校行政碩士班,林志文,https://hdl.handle.net/11296/zr655q
103,臺東縣國小教師參與教師專業展評鑑推動之研究~以人權國小為例,國立臺東大學,進修部暑期學校行政碩士班,林柏君,https://hdl.handle.net/11296/5y474c
103,國中生空間能力與數學幾何成就相關之研究─以台東市某國中為例,國立臺東大學,進修部教育行政碩士班(夜間),林芸宏,https://hdl.handle.net/11296/34j284
103,2014年臺東熱氣球嘉年華服務品質、滿意度與重遊意願之實證研究,國立臺東大學,進修部休閒事業管理組碩(夜間）,高玟璇,https://hdl.handle.net/11296/62f9k8
103,新住民子女的學業成就與學校適應～以臺東市希望國小為例,國立臺東大學,公共與文化事務學系,施慈惠,https://hdl.handle.net/11296/6bxzeq
103,臺東縣國小教師校外教學的行前期望與體驗感受對學生學習成長看法、重遊意願之影響,國立臺東大學,資訊管理學系碩士班,簡婷婷,https://hdl.handle.net/11296/5644hs
103,臺東縣國民中小學合併設置人事人員角色認知、組織認同與激勵需求之研究,國立臺東大學,進修部公共與文化事務碩士專班(假日),潘素玲,https://hdl.handle.net/11296/t54af3
103,臺東縣特教教師對新修訂特殊教育課程綱要認知調查研究,國立臺東大學,特殊教育學系碩士班,陳玉軒,https://hdl.handle.net/11296/27k43n
103,語言意識形態與語言保存：台東福佬家庭語言政策的個案研究,國立臺東大學,華語文學系碩士班,林思恩,https://hdl.handle.net/11296/d2yh7u
103,酒吧融入文化創意產業概念之經營模式設計－以台東市為例,國立臺東大學,文化資源與休閒產業學系碩士班,楊舒皓,https://hdl.handle.net/11296/bv2zey
103,以台灣原住民族部落為主體之南島文化交流－以台東達魯瑪克部落為例,國立臺東大學,公共與文化事務學系南島文化研究碩士班,溫秀琴,https://hdl.handle.net/11296/wdd539
103,臺東縣國民小學兼任行政職務教師工作壓力、工作價值觀、組織承諾與工作績效之研究,國立臺東大學,進修部教育行政碩士班(夜間),杜文祥,https://hdl.handle.net/11296/464qdv
103,行政警察執行臨檢職權之研究-以臺東縣東河鄉為例,國立臺東大學,進修部公共與文化事務碩士專班(假日),陳柏宇,https://hdl.handle.net/11296/w689tv
103,國中生對溼地生態保育知識、態度與行為之研究—以臺東縣關山鎮人工溼地為例,國立臺東大學,資訊管理學系碩士班,陳彥米,https://hdl.handle.net/11296/hmjmch
103,臺東縣國民小學專業輔導人員執行現況研究,國立臺東大學,進修部教育行政碩士班(夜間),楊英琴,https://hdl.handle.net/11296/jh36xz
103,臺東地區溫泉嗜熱/鹽菌酵素活性篩選與 Anoxybacillus flavithermus HY-TTH-D23 熱穩定半乳糖苷酶特性分析,國立臺東大學,生命科學系碩士班,施政嘉,https://hdl.handle.net/11296/vmqw9n
103,臺東縣全民國防教育課程實施現況與成效之研究,國立臺東大學,教育學系(所),張雅君,https://hdl.handle.net/11296/6t22tc
103,臺東縣消防教育訓練成效分析之研究,國立臺東大學,教育學系(所),廖蕭龍笙,https://hdl.handle.net/11296/dtm7nm
103,移民署臺東縣服務站員工工作壓力之研究,國立臺東大學,教育學系(所),李芬蘭,https://hdl.handle.net/11296/s3egys
103,台東縣國小融合班教師教學困擾 與教學效能之研究,國立臺東大學,特殊教育學系碩士在職專班,蔡宜儒,https://hdl.handle.net/11296/t8q63s
104,臺東縣國小原住民低成就學生補救教學實施現況之研究,國立臺東大學,特殊教育學系碩士在職專班,侯乃菁,https://hdl.handle.net/11296/ruxfka
104,即時通訊軟體LINE使用行為對社會支持及網路成癮之研究-以臺東大學為例,國立臺東大學,資訊管理學系碩士班,潘俊偉,https://hdl.handle.net/11296/595f8d
104,高雄駁二藝術特區、台東金城武樹、花蓮七星潭單車休息站經營實務－以服務創新為研究架構,國立雲林科技大學,營建工程系,吳健怡,https://hdl.handle.net/11296/z5v232
104,柯裕棻散文的臺東書寫及都市女漫遊者,國立臺北教育大學,台灣文化研究所,陳勗冠,https://hdl.handle.net/11296/7mbrjn
104,臺灣稻米產銷合作與制度安排之探究─以台東縣池上鄉與關山鎮為例,國立臺灣大學,政治學研究所,洪愷伶,https://hdl.handle.net/11296/vse2tc
104,環頸雉的棲地利用與偏好研究-以臺東香蘭為個案,國立臺灣大學,森林環境暨資源學研究所,劉鎮,https://hdl.handle.net/11296/k6bxue
104,台東糖廠閒置空間再利用之研究,國立臺東大學,公共與文化事務學系,李汪諭,https://hdl.handle.net/11296/5w9p9m
104,以公眾參與式地理資訊系統進行海難風險評估-以台東海域為例,國立高雄海洋科技大學,海洋事務與產業管理碩士學位學程,廖曼雅,https://hdl.handle.net/11296/bd9w7d
104,基督教對布農族部落之影響 -以台東武陵村為例-,萬能科技大學,經營管理研究所在職專班,叔亮伊司哈哈福特,https://hdl.handle.net/11296/f6xkx9
104,影響民宿經營利潤之因子探索-以台東某民宿為例,大漢技術學院,流通與行銷管理研究所,莊仲宇,https://hdl.handle.net/11296/46446n
104,探討臺東縣新武部落居民推廣部落休閒觀光的看法,大漢技術學院,流通與行銷管理研究所,潘嘉禎,https://hdl.handle.net/11296/pv9w76
104,台灣稻米小農創立個人品牌行銷策之研究-以台東池上地區為例,銘傳大學,企業管理學系碩士在職專班,邱郁宏,https://hdl.handle.net/11296/83f8s6
104,非都市土地申請新訂或擴大都市計畫之研究─以台東縣太麻里鄉金針山地區為例,建國科技大學,土木與防災研究所,蔡宏千,https://hdl.handle.net/11296/a22r4j
104,有機民宿經營策略之研究-以臺東地區為例,國立高雄餐旅大學,旅遊管理研究所在職專班,洪振豪,https://hdl.handle.net/11296/6w4se7
104,應用戲劇於災後心靈陪伴─以台東劇團「99年度演藝團隊災區藝文陪伴進駐計畫」為例,國立臺南大學,戲劇創作與應用學系碩士班,林柔孜,https://hdl.handle.net/11296/k6braa
104,休旅產業空間之設計與施工 以台東度假村為例,中原大學,室內設計研究所,黃鳴岩,https://hdl.handle.net/11296/aydtj8
104,"體驗經濟下,休閒飯店經營管理之探討--以台東如意休閒事業飯店為例",國立政治大學,經營管理碩士學程(EMBA),李慕雄,https://hdl.handle.net/11296/74u8nv
104,憲兵基層人員工作壓力與組織承諾關係之研究-以臺東憲兵隊為例,正修科技大學,資訊管理研究所,林組平,https://hdl.handle.net/11296/2nx3js
104,居民的的社區意識、活動認同感與活動涉入之相關研究－以台東縣熱氣球嘉年華為例,國立高雄應用科技大學,觀光與餐旅管理研究所,楊佳陵,https://hdl.handle.net/11296/84chh5
104,俯視後山－臺東熱氣球之城市行銷創作,國立臺中科技大學,商業設計系碩士班,王柏偉,https://hdl.handle.net/11296/fjhyzx
104,生態語言教育師資發展項目初探—以《樂台東》個案為例,國立臺灣師範大學,華語文教學系,張超閔,https://hdl.handle.net/11296/t7yv39
104,鍶、銫在台東硬頁岩中的吸附與擴散行為之研究,國立成功大學,地球科學系,涂又琳,https://hdl.handle.net/11296/5msdk7
104,全明管RC住宅設計－以臺東鹿野施宅為例,國立成功大學,建築學系碩士在職專班,葉照賢,https://hdl.handle.net/11296/z8upn8
104,從政策執行觀點探討部落學校族語發展-以臺東縣Pinuyumayan卑南族花環部落學校為例,國立彰化師範大學,公共事務與公民教育學系,謝亞萍,https://hdl.handle.net/11296/a8xgwe
104,應用層級分析法探討臺東縣民宿遴選之研究,樹德科技大學,經營管理研究所,蘇雅琪,https://hdl.handle.net/11296/4246ut
104,受暴婦女就業經驗之探究：以臺東為例,國立臺灣大學,社會工作學研究所,鄔亞軒,https://hdl.handle.net/11296/5chs34
104,提升偏鄉青少年復原力之團體研究－以臺東某國中為例,國立東華大學,諮商與臨床心理學系,朱育萱,https://hdl.handle.net/11296/uadvac
104,高級救護隊和緊急救護服務品質之研究-以台東地區到院前緊急救護工作為例,國立東華大學,管理學院高階經營管理碩士在職專班,盧東發,https://hdl.handle.net/11296/xb9ha2
104,排灣族文化脈絡下之長者照顧—台東新興村照顧經驗初探,國立陽明大學,公共衛生研究所,黃喻祺,https://hdl.handle.net/11296/su9392
104,台東縣原住民社區健康顧問介入策略對口腔癌篩檢之成效,高雄醫學大學,口腔衛生學系碩士班,陳明安,https://hdl.handle.net/11296/29vmnt
104,臺東縣國民中小學兼任與未兼任行政教師情緒勞務與教師效能感之比較研究,國立臺東大學,進修部教育行政碩士班(夜間),鄧竹晴,https://hdl.handle.net/11296/ma6kw6
104,臺東地區國中生媒體使用行為與媒體素養調查研究,國立臺東大學,進修部教育行政碩士班(夜間),劉雅綾,https://hdl.handle.net/11296/46gx48
104,臺東縣學前幼兒情緒能力現況之研究,國立臺東大學,進修部教育行政碩士班(夜間),唐怡菁,https://hdl.handle.net/11296/vt636x
104,社區防災機制之探討-以臺東縣金峰鄉嘉蘭村為例,國立臺東大學,進修部公共與文化事務碩士專班(假日),周文山,https://hdl.handle.net/11296/xg56ep
104,臺東縣國小教師工作壓力與休閒參與對身心健康之關係,國立臺東大學,進修部運動休閒管理碩(假日),傅玉潔,https://hdl.handle.net/11296/2q6u47
104,臺東體中學生運動參與、運動社會化對運動價值觀之影響,國立臺東大學,體育學系碩士班,林科均,https://hdl.handle.net/11296/8u6xbt
104,沈睡的鄉親！「誰」讓我們醒來了？－以臺東縣新園養雞場環境運動為例,國立臺東大學,進修部公共與文化事務碩士專班(假日),莊玉華,https://hdl.handle.net/11296/stkuhb
104,現成物媒材應用於視覺藝術教學之行動研究-以臺東縣寶桑國中美術班為例,國立臺東大學,進修部美術產業發展碩專(夜間班),張伶宇,https://hdl.handle.net/11296/2g46sv
104,從關係資本為基礎探討社區意識與民眾參與關係之研究-以臺東永安社區為例,國立臺東大學,文化資源與休閒產業學系碩士班,孫德安,https://hdl.handle.net/11296/3cf2ef
104,旅遊吸引力、地方依附與重遊意願關係之研究－以臺東布農部落休閒農場為例,國立臺東大學,進修部休閒事業管理組碩(夜間),邱聖光,https://hdl.handle.net/11296/j8scvf
104,陸客來臺之旅遊服務品質、滿意度及重遊意願之研究：以臺東為例,國立臺東大學,進修部休閒事業管理組碩(夜間),古政霖,https://hdl.handle.net/11296/2x36pk
104,臺東縣國中小主任政治行為、組織公平與教職員工作滿意度之研究,國立臺東大學,進修部教育行政碩士班(夜間),朱鴻毅,https://hdl.handle.net/11296/34dsjy
104,臺東縣東河鄉都蘭部落新近移民對地方的認同與衝擊,國立臺東大學,進修部公共與文化事務碩士專班(假日),高群峰,https://hdl.handle.net/11296/p499vz
104,臺東縣原住民部落健康文化站照顧運作困境及策略之研究：服務提供者的觀點檢證,國立臺東大學,進修部公共與文化事務碩士專班(假日),林美玲,https://hdl.handle.net/11296/d9pd28
104,臺東縣教師工作倦怠歷程與調適之個案研究,國立臺東大學,進修部教育行政碩士班(夜間),王雪玲,https://hdl.handle.net/11296/dn6afq
104,台東縣國中社會領域非專長教師採合科教學所面臨困境之研究,國立臺東大學,進修部教育行政碩士班(夜間),王崇豪,https://hdl.handle.net/11296/vr8k8n
104,「提升國中小學生英語學習成效實驗專案」之個案研究-以臺東縣某國小為例,國立臺東大學,進修部教育行政碩士班(夜間),簡學仁,https://hdl.handle.net/11296/79af4x
104,臺東縣國民中學試辦學習共同體歷程之研究,國立臺東大學,進修部教育行政碩士班(夜間),孫茂峰,https://hdl.handle.net/11296/g7rumq
104,台東縣國小教師美感素養與工作生活品質之相關研究,國立臺東大學,教育學系教育研究所,田建弘,https://hdl.handle.net/11296/wrx2x2
104,臺東地區薑黃產業之包裝設計研究,國立臺東大學,進修部美術產業發展碩專(夜間班),陳皇如,https://hdl.handle.net/11296/32mmm4
104,臺東地區紅烏龍茶器創作之研究,國立臺東大學,進修部美術產業發展碩專(夜間班),張世蓉,https://hdl.handle.net/11296/mr6m64
104,臺東縣卑南鄉釋迦農作的生產與銷售,國立臺東大學,公共與文化事務學系,林宏學,https://hdl.handle.net/11296/sm95qz
104,公務人員休閒涉入對休閒效益、幸福感及工作生活品質之影響-以臺東縣為例,國立臺東大學,進修部休閒事業管理組碩(夜間),汪劭樺,https://hdl.handle.net/11296/4dq5yn
104,山野教育推動歷程之研究－以臺東縣檜木國中為例,國立臺東大學,進修部教育行政碩士班(夜間),廖艷秋,https://hdl.handle.net/11296/fpn97z
104,mukasakasaya ta kikarun(讓我們一起做)：台東鐵花村公私協力形塑觀光凝視的實踐歷程分析,國立臺東大學,公共與文化事務學系南島文化研究碩士班,汪智博,https://hdl.handle.net/11296/4x2wgc
104,咖啡莊園經營成功關鍵因素－以台東地區為例,國立臺東大學,進修部休閒事業管理組碩(夜間),王郁琪,https://hdl.handle.net/11296/5bbdwe
104,現代軍人的價值觀之Q方法論研究－以陸軍台東連級部隊為例,國立臺東大學,進修部公共與文化事務碩士專班(假日),甘承展,https://hdl.handle.net/11296/h5tw73
104,海巡署海上執勤人員休閒參與和工作壓力之研究-以台東海巡隊為例,國立臺東大學,進修部公共與文化事務碩士專班(假日),楊適鴻,https://hdl.handle.net/11296/227up6
104,探討台東縣國立小學高年級學生休閒活動現況與自我效能,國立臺東大學,教育學系教育研究所,林穎潔,https://hdl.handle.net/11296/p37n6k
104,臺東縣國民中學教師對校園無障礙環境認知與態度之研究,國立臺東大學,進修部暑期特教碩士班,陳佳玲,https://hdl.handle.net/11296/w7wxmp
104,台東縣偏遠地區國小特殊教育教師教學困擾之研究,國立臺東大學,進修部暑期特教碩士班,林婉柔,https://hdl.handle.net/11296/9u7t9t
104,台東池上鄉的文化資源與休閒產業之調查研究,國立臺東大學,進修部暑期文化資源與休閒產業碩士專班,許珍慈,https://hdl.handle.net/11296/c3e47e
104,國中教師理財態度、理財行為及風險偏好之研究-以台東縣國中教師為例,國立臺東大學,進修部暑期學校行政碩士班,林怡汝,https://hdl.handle.net/11296/v7b727
104,以ZMET技術探索部落觀光發展之願景-以台東霧鹿部落為例,國立臺東大學,進修部暑期文化資源與休閒產業碩士專班,許詩訪,https://hdl.handle.net/11296/7qx42h
104,紀錄片《戰浪》與台東新港漁港之村史書寫-兼論其在鄉土教學中的運用,國立臺灣師範大學,歷史學系,盧亞珍,https://hdl.handle.net/11296/8vw6tk
104,台灣原住民族工藝產業行銷策略探討-以台東縣原社手創生活館為例,國立臺灣師範大學,美術學系,蔡瑞貞,https://hdl.handle.net/11296/872q6p
104,台東地區不同栽培法與收穫期對水稻農藝性狀、產量與品質之影響,國立嘉義大學,農藝學系研究所,陳本元,https://hdl.handle.net/11296/a8kqt6
104,耐震初步評估對耐震詳細評估之效益-以臺東縣國中(小)為例,國立屏東科技大學,土木工程系所,楊東勳,https://hdl.handle.net/11296/yar8mh
